Open,High,Low,Close,Open_time,SMA_20,EMA_20,Upper_Band,Middle_Band,Lower_Band,RSI,MACD,Signal,ADX,SlowK,SlowD,CCI,ATR
6.843554801920994,6.9871307149959865,6.560743590138799,6.769605946768646,2024-04-30,6.985480297338452,7.079147850495915,7.496251280151255,6.985480297338452,6.47470931452565,41.62179321453987,-0.18412221918475247,-0.2469371483868005,26.937502922655796,62.40069659847983,65.75181846046321,-44.895086173440944,0.46701488007453884
6.841493204607243,6.909841200625298,6.702671552622086,6.696372022543587,2024-05-01,6.9632988984656325,7.04269300973855,7.483741393145478,6.9632988984656325,6.442856403785787,40.47010897263196,-0.19454962923519226,-0.23645964455647886,26.923606248656455,55.733379141945456,61.77374539410827,-47.27145211191012,0.44845450635515827
6.890970975885388,6.834570999836384,6.815608090829742,6.625093221729033,2024-05-02,6.921253559552083,7.002921601356691,7.407179566913088,6.921253559552083,6.435327552191078,39.32943098169319,-0.20618822088686617,-0.23040535982255633,26.9107021942285,45.849527588771075,54.661201109732104,-49.34307828020859,0.4262933971364182
6.913242240988102,6.7613005259386245,6.797513215562872,6.555750226114024,2024-05-03,6.886941070857785,6.96033385133358,7.37433985896364,6.886941070857785,6.39954228275193,38.201365088730896,-0.21848868726260218,-0.2280220253105655,26.945149998509034,40.87498186523951,47.48596286531866,-68.29444371438645,0.40815958261480534
6.930333121223675,6.69001297344186,6.948034993102014,6.488326442578564,2024-05-04,6.864807392986712,6.915380764785483,7.381516659780787,6.864807392986712,6.348098126192638,37.08748262910857,-0.2310144406622312,-0.22862050838089865,26.977137245340963,34.51883165859714,40.41444703753589,-84.29971129803774,0.4070256672128899
6.999567443752314,6.620694148292044,6.949476569953531,6.422807827974242,2024-05-05,6.842847784385425,6.868469056517745,7.394328260517012,6.842847784385425,6.291367308253838,35.98931084063526,-0.2434219780729725,-0.2315808023193134,27.00683968882775,15.868752689492,30.420855404442865,-99.98341513461932,0.41089170008160975
6.949970431387643,6.553332304927547,7.029013236636005,6.359182721904098,2024-05-06,6.822606920480629,6.81996559607835,7.412551773140979,6.822606920480629,6.232662067820279,34.90832396393928,-0.25544445056763365,-0.23635353196897746,27.03442052920834,-3.4931487533207615,15.631478531589442,-89.48344162496437,0.42484267926590646
6.935511406840826,6.487917989558866,7.063565300731038,6.297441686680458,2024-05-07,6.797129004814653,6.7702014142309315,7.430018743867797,6.797129004814653,6.164239265761508,33.8459351713899,-0.26687792954205847,-0.24245841148359365,27.060031309561744,-22.025917543267308,-3.2167712023653756,-87.63977312177981,0.4448098149488374
6.9232719623970915,6.424443889156645,7.313423161581455,6.237577353840201,2024-05-08,6.772607872506663,6.719475313241338,7.450699403378689,6.772607872506663,6.0945163416346375,32.803489452960264,-0.27756994184783057,-0.24948071755644102,27.083812748461334,-28.794134319886933,-18.104400205491686,-66.63989249105278,0.48560779065970594
6.912931949174606,6.362904685708868,7.402186799033439,6.179584276691708,2024-05-09,6.752237086341249,6.668057119284231,7.4744514513989815,6.752237086341249,6.030022721283516,31.782257571462573,-0.2874099127220573,-0.2570665565895643,27.105895513153808,-35.35655994463409,-28.725537269262798,-66.67860297884855,0.5341079088406725
