Open,High,Low,Close,Open_time,SMA_20,EMA_20,Upper_Band,Middle_Band,Lower_Band,RSI,MACD,Signal,ADX,SlowK,SlowD,CCI,ATR
6.540264391043828,6.513943247166759,6.199441240100022,6.383068256344054,2024-06-12,6.993203412817219,6.846748938944207,7.764961911875856,6.993203412817219,6.221444913758582,36.066459423459264,-0.196186990236769,-0.11186840477082438,24.022642287146994,25.371954348793224,25.340137104566423,-101.97496252197038,0.35021909687638225
6.567058696523341,6.539307490167632,6.218459195146462,6.395969395648665,2024-06-13,6.950801882599653,6.8038175538684404,7.755275331778799,6.950801882599653,6.146328433420507,36.49283081704023,-0.20695120570160253,-0.13088496495698002,25.452960832970557,25.198897056873705,25.427004792655847,-82.94640281319998,0.3481211824581528
6.5933305030631795,6.5672931615097,6.251021308513064,6.402110217098004,2024-06-14,6.899657393454552,6.765559712271256,7.707094222688631,6.899657393454552,6.092220564220473,36.70919382938162,-0.2125364234492988,-0.14721525665544377,26.616487624032043,27.366743483018098,25.979198296228333,-68.14950584152439,0.3458462303537588
6.61253448886766,6.597402609312293,6.267637126031893,6.403667766329276,2024-06-15,6.841990781771017,6.7310938126577335,7.6175123884065,6.841990781771017,6.066469175135533,36.76803711638384,-0.21436598985483624,-0.16064540329532226,27.512629615201472,27.91826985477772,26.827970131556498,-57.83549045709083,0.34469760556280454
6.631951721784241,6.627639033355016,6.288044315757065,6.4120426341662995,2024-06-16,6.7805929134793335,6.70070798613474,7.48483882854407,6.7805929134793335,6.076346998414597,37.106633256753554,-0.21268841293935736,-0.17105400522412928,28.15287800799879,28.348610912813452,27.87787475020308,-47.786783209725535,0.344333113565315
6.650626204947309,6.657886070691258,6.306139935757726,6.420578779837058,2024-06-17,6.733121852471186,6.674029014106389,7.398997362539505,6.733121852471186,6.067246342402867,37.474146932374786,-0.20826932638011098,-0.17849706945532562,28.548798537339234,28.843083810780087,28.369988192790412,-38.00593088292608,0.3448626150916162
6.66856246640122,6.688028309139313,6.325051761225101,6.428958356830051,2024-06-18,6.695669770312688,6.650688951508642,7.341192298396056,6.695669770312688,6.05014724222932,37.85802972099647,-0.20176518317464964,-0.18315069219919042,28.7121167916597,29.520208054442055,28.903967592678523,-26.542945769948314,0.34615646743608736
6.686385832073605,6.718054600415131,6.342451841171366,6.4372315146861485,2024-06-19,6.667631346046996,6.630359671811262,7.3068747067161866,6.667631346046996,6.028387985377805,38.26105484377513,-0.19371005914567174,-0.1852625655884867,28.65407931230135,30.252776555400676,29.538689473540927,-4.466357117238974,0.3482597739937786
6.7041054128973,6.747958510520777,6.360354437104263,6.4459429402865975,2024-06-20,6.640728493061326,6.612796173570818,7.269654836104298,6.640728493061326,6.0118021500183545,38.711795366211774,-0.18449661395660044,-0.18510937526210944,28.385500395089622,30.991356750570933,30.25478045347121,72.02784624926207,0.35107008109540255
6.721681726368922,6.777739593269973,6.377811355248611,6.454739464691607,2024-06-21,6.610365466295906,6.597743153677559,7.213096864697505,6.610365466295906,6.0076340678943065,39.1945389915484,-0.1744738602068523,-0.182982272251058,27.916792318642248,35.64102242568646,32.29505191055268,126.61393533426575,0.3545599494472568
