Open_time,SMA_20,EMA_20,Upper_Band,Middle_Band,Lower_Band,RSI,MACD,Signal,ADX,SlowK,SlowD,CCI
2022-02-14,19.673000000000005,20.34850490425055,22.495007087163156,19.673000000000005,16.850992912836855,38.81665907682228,-1.1416006253916535,-1.3954088405264993,34.208753667532505,22.838384029658247,29.79840697748628,-89.03711870635794
2022-02-15,19.777000000000008,20.33055205622669,22.508366690870837,19.777000000000008,17.04563330912918,47.24686363806681,-1.0279655957429092,-1.3219201915697814,32.532017902367706,27.487528430549517,26.23896880652356,-27.2787831686465
2022-02-16,19.859000000000005,20.276213765157483,22.48281325554984,19.859000000000005,17.23518674445017,45.401152955657345,-0.9591294261236065,-1.2493620384805464,30.97504897757182,30.076628352490445,26.800846937566046,-31.881188118811853
2022-02-17,19.85000000000001,20.074669597047247,22.49573619244222,19.85000000000001,17.204263807557798,38.86149775678915,-1.021903031964623,-1.2038702371773617,30.30884628927932,27.64141532614441,28.401857369728102,-88.21928680764218
2022-02-18,19.80400000000001,19.859939159233225,22.555220819926774,19.80400000000001,17.052779180073244,37.62137064885483,-1.0865615205071322,-1.180408493843316,29.811346042244455,15.025788615690113,24.247944098108302,-106.61085848146625
2022-02-19,19.788500000000006,19.667564001211012,22.58001768756694,19.788500000000006,16.996982312433072,37.74721716527365,-1.1232419714107245,-1.1689751893567977,29.497197546894512,6.444395551538416,16.370533164457623,-103.61313743621358
2022-02-20,19.66550000000001,19.404938858238534,22.723960233515978,19.66550000000001,16.60703976648404,34.283603311252776,-1.2133677723020249,-1.1778537059458432,29.59058594426461,5.445044333081145,8.971742833436535,-122.35431113891926
2022-02-21,19.49600000000001,19.097801824120577,22.911724813271466,19.49600000000001,16.080275186728553,31.815792466266867,-1.3283852200396282,-1.2079600087646,30.019383380381417,4.774320736379885,5.55458687366646,-133.1017136239438
2022-02-22,19.388000000000012,18.859915936109093,23.01974118020518,19.388000000000012,15.756258819794844,34.726980286612005,-1.3698560384090932,-1.2403392146934986,30.537566111348376,5.917333855440913,5.378899641633958,-137.32452518579674
2022-02-23,19.24050000000001,18.584685846955846,23.164179268237678,19.24050000000001,15.316820731762345,32.486383361169,-1.4369929355543007,-1.279669958865659,30.165795076978775,5.5386433836238185,5.410099325148182,-114.26887032180679
2022-02-24,19.02450000000001,18.353763385341004,23.123189912642623,19.02450000000001,14.925810087357398,33.872114843415005,-1.4580603856190137,-1.31534804421633,30.79444515749682,15.369261477045917,8.941746238703526,-139.35026868588193
2022-02-25,18.820500000000013,18.248643062927574,22.845360121792794,18.820500000000013,14.795639878207234,41.31395189024773,-1.370998582842148,-1.3264781519414934,30.630962190291466,28.335380114175468,16.41442832494838,-57.86445676781558
2022-02-26,18.62650000000001,18.22781991407733,22.403394359126054,18.62650000000001,14.84960564087397,45.997372884029616,-1.2249416310045191,-1.3061708477540985,29.40410209438008,48.57875663617123,30.761132742464184,16.172976743172086
2022-02-27,18.384000000000007,18.15850373178425,21.77672987430457,18.384000000000007,14.991270125695443,43.45944951727264,-1.138829299724275,-1.2727025381481338,28.320071418457275,56.33280339162693,44.41564671399119,6.79059620784862
2022-02-28,18.248000000000008,18.232931947804797,21.30610791176484,18.248000000000008,15.189892088235176,51.31866601951085,-0.9435124669579942,-1.206864523910106,27.594517633136036,65.28881822999472,56.73345941926427,40.650406504064975
2022-03-01,18.09550000000001,18.295509857537674,20.667514580051716,18.09550000000001,15.523485419948301,51.0533061241209,-0.7837227835432969,-1.122236175836744,26.52345827656958,70.47292550262469,64.0315157080821,98.3348312362692
2022-03-02,18.00050000000001,18.32546129967694,20.33847754480199,18.00050000000001,15.66252245519803,49.50940202643885,-0.6719363047022284,-1.032176201609841,25.528903159757874,77.69329233609851,71.15167868957262,95.71550300900023
2022-03-03,17.952500000000008,18.296369747326757,20.247083840263592,17.952500000000008,15.657916159736422,46.330055041273695,-0.6237624388899725,-0.9504934490658673,25.01581597008251,75.79608179150885,74.654099876744,54.57659897775921
2022-03-04,17.851000000000006,18.152905961867067,20.16263924521082,17.851000000000006,15.539360754789191,40.492128372518444,-0.6770306358873199,-0.8958008864301579,25.322214223669327,66.09621716870281,73.19519709877004,-24.82352941176489
2022-03-05,17.781000000000006,18.074533965498773,20.06657126338226,17.781000000000006,15.49542873661775,43.838017755988986,-0.6679726063452165,-0.8502352304131696,25.78417562045169,60.43557168784028,67.44262354935061,-22.149253731343062
2022-03-06,17.695500000000006,17.971245016403653,19.96504158366818,17.695500000000006,15.42595841633183,42.22808267040587,-0.6803861432413427,-0.8162654129788043,26.213139774606752,54.204476709013896,60.24542185518563,-27.31062846840739
2022-03-07,17.508000000000006,17.822555014841402,19.53924198459927,17.508000000000006,15.476758015400744,39.55914683180667,-0.7286259668124799,-0.7987375237455394,26.90862719286817,51.90562613430126,55.51522484371844,-68.34267547895932
2022-03-08,17.368500000000004,17.74135929914222,19.126820505482137,17.368500000000004,15.61017949451787,43.28623741501174,-0.7134449058860213,-0.7816790001736358,27.382445776498155,49.72776769509981,51.94595684613828,-45.15214624551643
2022-03-09,17.353500000000004,17.75265841350963,19.08953312180353,17.353500000000004,15.617466878196478,48.700498222753374,-0.6224233350076176,-0.7498278671404321,26.87438480760783,54.99092558983666,52.2081064730792,13.056636402940166
2022-03-10,17.310500000000005,17.677167136032523,19.040777145430475,17.310500000000005,15.580222854569534,44.11416160168524,-0.6158118668264443,-0.7230246670776346,26.54924684713082,51.11949733849312,51.946063541143154,-41.19964417333822
2022-03-11,17.303000000000004,17.678389313553236,19.02531356030166,17.303000000000004,15.580686439698345,48.361990816750136,-0.5453805243275021,-0.6874958385276081,25.617851094348513,49.27861559131233,51.796346173214,-0.9152502080111715
2022-03-12,17.364500000000003,17.722352236071977,19.113916759951483,17.364500000000003,15.615083240048525,50.84243781326828,-0.4480866745140588,-0.6396140057248982,24.471073364648042,46.26706695995091,48.88839329658541,61.67032628375568
2022-03-13,17.416500000000003,17.674509165969884,19.081796069772363,17.416500000000003,15.751203930227645,45.97964190728741,-0.4401432118452462,-0.5997198469489678,23.880332674692706,47.284644194756595,47.61010891533991,-5.6554065921201175
2022-03-14,17.4715,17.676936864448944,19.09749231240482,17.4715,15.845507687595175,48.73464288135467,-0.3906132258586261,-0.5578985227308995,23.441565093304217,47.37827715355807,46.976662769421814,-7.769869513642157
2022-03-15,17.563499999999998,17.689609544025235,19.040663159572983,17.563499999999998,16.086336840427013,49.37186719734413,-0.3385813197339651,-0.5140350821315126,22.786133924325917,45.84798143425011,46.836967594188216,22.227286539045874
2022-03-16,17.708,17.819170539832356,19.173081567695018,17.708,16.24291843230498,56.00986800903789,-0.1950397258216654,-0.4502360108695432,21.38129171236343,66.29518888261991,53.17381582347599,174.95509366179118
2022-03-17,17.782999999999998,17.907820964610227,19.29929944272232,17.782999999999998,16.266700557277677,54.15972172515821,-0.10428731206334518,-0.3810462711083036,20.23369112250945,77.7407699659672,63.2946467609457,186.41436196021323
2022-03-18,17.829,18.007076110837826,19.426146204954186,17.829,16.231853795045815,55.2216687381179,-0.016042118240576997,-0.30804544053475824,18.94207893824389,88.58684633260027,77.54093506039577,132.79365468743592
2022-03-19,17.924,18.139735528853272,19.652217578894398,17.924,16.1957824211056,57.60164077255357,0.08917610618740923,-0.22860113119032474,18.038423961521524,86.61967208810823,84.31576279555854,149.95512117283317
2022-03-20,17.909499999999998,18.18833214515296,19.607987268130017,17.909499999999998,16.211012731869978,52.585144923019556,0.11076672525563325,-0.16072755990113313,16.872473333153742,82.56343611756517,85.92331817942453,80.83325406639386
2022-03-21,17.901999999999997,18.240871940852678,19.584350736321074,17.901999999999997,16.21964926367892,53.11284290490889,0.1335996407620108,-0.10186211976850434,15.789804892526519,76.48606435568495,81.88972418711943,62.922147173835356
2022-03-22,17.981999999999996,18.428407946485756,19.923603461060004,17.981999999999996,16.040396538939987,60.788919865096204,0.26723113136373655,-0.028043469542056165,15.896637022065018,77.54772245872618,78.8657409773254,143.199631166436
2022-03-23,18.131999999999998,18.675226237296634,20.482622045331816,18.131999999999998,15.781377954668182,64.26093036231403,0.4334981837569565,0.06426486111774637,16.494020332340558,86.75013764554741,80.26130815331948,182.63364365595194
2022-03-24,18.355499999999996,18.921395167077907,20.986526225639015,18.355499999999996,15.724473774360979,65.24296289972928,0.5779695417999946,0.16700579725419604,17.314632426787064,95.14440724671358,86.48075578366235,180.020013342228
2022-03-25,18.515499999999996,19.074595627356203,21.264183139250576,18.515499999999996,15.766816860749413,59.85551471528212,0.6263391865140591,0.2588724751061686,17.985994353522617,90.32764311415998,90.7407293354736,122.44826986611005
2022-03-26,18.711499999999997,19.24939604379847,21.554542560356815,18.711499999999997,15.86845743964318,61.63161846273309,0.687411253608964,0.3445802308067277,18.60940185691992,86.7812427812428,90.75109771403874,101.73865797337676
2022-03-27,19.013999999999996,19.555167849150997,22.090968638124334,19.013999999999996,15.937031361875658,67.87498173015243,0.851072716391478,0.4458787279236778,20.18964690218859,88.32278994322792,88.47722527954352,143.88936977041348
2022-03-28,19.264999999999997,19.78705662542233,22.451135590335177,19.264999999999997,16.078864409664817,64.45029480155516,0.9321057973020928,0.5431241417993607,22.11599012585987,88.39544858913496,87.83316043786851,142.9290290115928
2022-03-29,19.493,20.03781313728687,22.889987488937845,19.493,16.096012511062153,66.13386809179784,1.0192729598696424,0.6383539054134171,23.9047374049832,87.38756836848877,88.03526896695051,123.14943902277108
2022-03-30,19.7675,20.267545219450028,23.188563431157103,19.7675,16.346436568842893,66.25394417872019,1.0783438369824552,0.7263518917272247,25.24902164302616,81.86819722867968,85.88373806210109,105.25570595231379
2022-03-31,19.949499999999997,20.368731389026216,23.295581140677925,19.949499999999997,16.60341885932207,57.98769940380806,1.0229908907092202,0.7856796915236238,25.71220841658311,76.16021094744501,81.80532551487111,68.0842105263158
2022-04-01,20.145999999999997,20.53075697102372,23.505502344098087,20.145999999999997,16.786497655901908,61.41326969738348,1.0269965209429053,0.8339430574074801,25.49628177573184,73.15522800552742,77.06121206055066,47.091747976704085
2022-04-02,20.415499999999998,20.728780116640507,23.65551527774179,20.415499999999998,17.175484722258204,63.736905225041774,1.0615080942491488,0.8794560647758138,26.43104254845985,71.32187148862658,73.54577014719963,105.96869617314465
2022-04-03,20.690999999999995,20.965086772198553,23.897424176555663,20.690999999999995,17.484575823444327,66.17426397969552,1.124313365708467,0.9284275249623445,27.299034694564426,80.22801122045439,74.90170357153609,112.3000639795267
2022-04-04,20.944999999999997,21.148411841512978,23.999534334395477,20.944999999999997,17.890465665604516,63.714593545154976,1.1351800215160992,0.9697780242730955,26.972842323660164,82.42168962766317,77.99052411224801,71.40435700789182
2022-04-05,21.081499999999995,21.208563094702217,24.02715629359587,21.081499999999995,18.13584370640412,55.94643779305751,1.0422102501800126,0.9842644694544789,26.669949407820493,72.8590347485526,78.50291186555668,31.947955640947974
2022-04-06,21.136499999999995,21.079176133302006,23.943799592134987,21.136499999999995,18.329200407865002,45.54801490883005,0.8035335318947041,0.9481182819425239,25.09702601006284,44.56728867459673,66.6160043502708,-135.3596257124973
2022-04-07,21.208999999999996,21.014492692035148,23.85706268807985,21.208999999999996,18.560937311920142,48.486389050563666,0.6512536696267865,0.8887453594793764,23.84578241095623,24.62048016395843,47.34893452903589,-143.02759134973869
2022-04-08,21.210499999999996,20.86358862612704,23.854493003016575,21.210499999999996,18.566506996983417,43.978930248542355,0.4471454736091687,0.8004253823053349,22.934543722426863,10.376554709841884,26.52144118279898,-157.68389609004066
2022-04-09,21.265499999999996,20.757532566495893,23.734098590293822,21.265499999999996,18.79690140970617,45.770007811164966,0.30766303543457596,0.7018729129311831,22.088393511649596,13.56639644856204,16.187810440787416,-141.84772250810047
2022-04-10,21.289499999999997,20.611100893496285,23.667074183911136,21.289499999999997,18.911925816088857,43.30073626848955,0.15259658916747654,0.5920176481784418,20.855971202849787,6.93559801840055,10.292849725601457,-114.52805917350072
2022-04-11,21.139,20.286234141734734,24.08416485107374,21.139,18.193835148926258,35.45068224404712,-0.13177280992118767,0.4472595565585159,21.327274438648494,5.856463185953153,8.78615255097188,-161.67550861883717
2022-04-12,20.976499999999998,20.046592794902853,24.268242851439116,20.976499999999998,17.68475714856088,38.82112548097575,-0.3075975777550859,0.29628812969579554,21.76491315760444,5.286365914010144,6.0261423727879135,-137.48511673655304
2022-04-13,20.8235,19.870726814435915,24.326020663750622,20.8235,17.320979336249376,41.31074093394729,-0.40754464568472315,0.1555215746196918,21.878912826783512,10.559610705596102,7.234146601853098,-107.29963609272455
2022-04-14,20.6925,19.68399092734678,24.41801674268147,20.6925,16.966983257318528,40.12481369995296,-0.5043402727442974,0.02354920514689393,21.778717488477657,14.014598540145984,9.953525053250708,-93.30988863769558
2022-04-15,20.563999999999997,19.555991791408992,24.425452576427748,20.563999999999997,16.702547423572245,42.74922309397825,-0.5401278406941721,-0.08918620402131928,21.685678960050787,16.78832116788321,13.787510137875065,-73.67035721746392
2022-04-16,20.371499999999997,19.465897335084325,24.219519100784243,20.371499999999997,16.523480899215752,44.39723773294575,-0.540472768966076,-0.17944351701027061,21.262895361873273,19.117347524506812,16.64008907751197,-54.275267204200304
2022-04-17,20.159,19.30152616031439,24.094438476205692,20.159,16.223561523794306,40.36517996642186,-0.6039854874814878,-0.26435191110451406,21.321536858803853,18.64846022383077,18.18470963874023,-64.26514733811186
2022-04-18,19.945499999999996,19.19185700218921,23.830102811099326,19.945499999999996,16.060897188900665,42.99272613513455,-0.6141565861761116,-0.33431284611883355,21.813997968744456,18.39139551635816,18.719067754898546,-66.1596186999291
2022-04-19,19.766999999999996,19.162156335314048,23.499993972671355,19.766999999999996,16.034006027328637,47.4337313188142,-0.5568928420060715,-0.37882884529628114,21.49617087632197,23.224336227204855,20.08806398913123,-7.777148558638627
2022-04-20,19.654999999999994,19.15528430337938,23.327620317974727,19.654999999999994,15.98237968202526,48.67247777376916,-0.4889295912516971,-0.40084899448736433,20.522235079043565,38.35175767446624,26.65582980600972,40.44503867825421
2022-04-21,19.460499999999996,19.062400084009912,23.010922369240124,19.460499999999996,15.910077630759867,43.85018588987995,-0.5027027755181948,-0.4212197506935304,20.086567949106534,43.075105734981584,34.88373321221753,13.090684285768988
2022-04-22,19.243999999999993,18.987885790294683,22.51704995378946,19.243999999999993,15.970950046210525,44.5009133965556,-0.4997877173165257,-0.43693334401812944,19.682019899879293,43.20192773732228,41.54293038225667,-15.992187854839003
2022-04-23,19.017999999999994,18.959515715028523,21.742720903138714,19.017999999999994,16.293279096861273,47.20258194587953,-0.4591017005794171,-0.44136701533038697,18.43170624186291,41.44850307978803,42.57517885069726,47.280402662770804
2022-04-24,18.781999999999996,18.884323742168664,20.86686546328548,18.781999999999996,16.69713453671451,44.259788780051046,-0.46347474500955244,-0.4457885612662201,17.270700702276265,45.01377726750868,43.22140269487297,39.94314143567902
2022-04-25,18.597999999999995,18.809626242914508,20.181244769453123,18.597999999999995,17.014755230546868,43.863350877633394,-0.4672032015287826,-0.4500714893187326,17.15294646038801,44.80546878013042,43.755916375809015,-87.86373314407328
2022-04-26,18.439499999999995,18.60680469597027,20.12129041500438,18.439499999999995,16.75770958499561,36.68493556854835,-0.5780764571888177,-0.4756724828927496,17.65149652072852,30.317663902081645,40.04563664990689,-194.88491048593295
2022-04-27,18.266499999999997,18.448061391592148,19.812362542401587,18.266499999999997,16.720637457598407,38.664229474104914,-0.6376144613989432,-0.5080608785939883,18.114435862473282,21.253229974160277,32.12545421879075,-185.09497318698888
2022-04-28,18.144499999999997,18.309198401916706,19.68894132293857,18.144499999999997,16.600058677061423,39.05877376428478,-0.6730061802370884,-0.5410499389226083,18.319663175769872,14.329268292682984,21.96672072297494,-130.90462016306412
2022-04-29,17.966499999999996,18.107369982686546,19.549866982098745,17.966499999999996,16.383133017901248,35.16155587560678,-0.7568828126004554,-0.5842165136581777,19.157758574659265,13.290424570912434,16.29097427925187,-157.78310074290053
2022-04-30,17.730499999999996,17.7638109367164,19.821752973697926,17.730499999999996,15.639247026302064,28.6566269735046,-0.948787492513631,-0.6571307094292684,21.071936749577002,9.742013632257569,12.4539021652843,-206.93632485384703
2022-05-01,17.638499999999997,17.534876561791027,19.963806646444798,17.638499999999997,15.313193353555196,35.22390857928844,-1.0197237802802093,-0.7296493235994566,22.84938791200062,10.897593824423128,11.310010675864348,-151.09141106940982
2022-05-02,17.497999999999998,17.289650222572835,20.09790461363491,17.497999999999998,14.898095386365085,33.67138158263898,-1.0955886920029663,-0.8028371972801585,24.394635089511155,13.81818181818185,11.485929758287485,-125.61765094464249
2022-05-03,17.323999999999998,17.04492162994685,20.16711378597485,17.323999999999998,14.480886214025148,32.73898064320674,-1.1616869710791669,-0.8746071520399601,25.85398995471528,15.151515151515186,13.289096931373358,-116.47833261587014
2022-05-04,17.245499999999996,16.977786236618577,20.1062025360915,17.245499999999996,14.384797463908493,44.00951379863024,-1.0710040048730072,-0.9138865226065696,25.58553476662471,21.090909090909125,16.686868686868692,-55.33489096573202
2022-05-05,17.057499999999997,16.749425642654902,20.09454379290129,17.057499999999997,14.020456207098702,36.79576257996743,-1.1281497834308851,-0.9567391747714327,25.82636411137485,19.919191919191952,18.720538720538727,-83.30404217926173
2022-05-06,16.842999999999996,16.518051771925865,20.014170761721974,16.842999999999996,13.671829238278017,35.86062017795858,-1.1808064500112057,-1.0015526298193873,26.203158222988794,19.76001776001779,20.256706256706263,-106.87423922096218
2022-05-07,16.643499999999996,16.25442779364721,20.05664092882208,16.643499999999996,13.230359071177912,33.83070813071015,-1.2540752748247197,-1.0520571588204537,26.87350937005767,8.910487979453528,16.196565886221062,-116.25394651755494
2022-05-08,16.398499999999995,15.968291813299857,20.03974854960502,16.398499999999995,12.757251450394973,32.1134851287398,-1.337074208512517,-1.1090605687588664,27.721014242855226,6.7359744829061325,11.802160074125789,-128.55089189900596
2022-05-09,15.985499999999996,15.45893068822368,20.2308573465611,15.985499999999996,11.740142653438895,24.941894715698453,-1.5966651199942667,-1.2065814790059464,29.763208457595113,4.09070574568337,6.57905606934765,-211.95484760051883
2022-05-10,15.598999999999998,15.068556336964281,20.04613345875748,15.598999999999998,11.151866541242516,29.699076247092904,-1.7228213598162156,-1.3098294551680003,31.734209918858618,6.765056772417187,5.8639123336688685,-171.2759414483281
2022-05-11,15.144499999999997,14.499170019158159,20.252515172256285,15.144499999999997,10.03648482774371,24.55731576233783,-1.9831110478839395,-1.4444857737111882,34.249039184144735,9.048191163071062,6.634651227057179,-191.89993703131262
2022-05-12,14.665999999999993,13.947820493524048,20.277617948506542,14.665999999999993,9.054382051493445,23.814049241680387,-2.194755549385617,-1.5945397288460739,36.76270715023411,13.390551617856374,9.734599851114847,-176.1935315225398
2022-05-13,14.254499999999993,13.615647113188425,19.832357922177724,14.254499999999993,8.676642077822262,33.75754775927014,-2.195961292164588,-1.7148240415097766,36.72988487601638,19.986660989338755,14.141801256755372,-92.96297531317043
2022-05-14,13.910999999999992,13.395109292884765,19.325805259656235,13.910999999999992,8.496194740343752,37.94425177337356,-2.1048722155137582,-1.792833676310573,36.69940704995705,30.894433537855225,21.423882048350094,-61.555117474065185
2022-05-15,13.596499999999992,13.244146503086217,18.724635236126367,13.596499999999992,8.468364763873616,40.40692738295518,-1.9688352213797593,-1.8280339853244103,36.378600672493924,42.51366120218584,31.13158524312658,-37.10273466371026
2022-05-16,13.293999999999992,12.995180169458958,18.372402898549975,13.293999999999992,8.215597101450008,36.77090897652327,-1.9339477163302767,-1.8492167315255836,36.1797207373987,43.132969034608415,38.847021258216465,-45.5352541578824
2022-05-17,12.998999999999992,12.80897253427239,17.877474761644336,12.998999999999992,8.120525238355647,38.83054917814727,-1.851868358056974,-1.8497470568318617,35.99504651195314,42.1857923497268,42.610807528840326,-39.39463896370391
2022-05-18,12.623999999999992,12.492879911960735,17.36889367636418,12.623999999999992,7.879106323635802,34.28384711881477,-1.8901039792610028,-1.85781844131769,36.32635762276088,33.73406193078327,39.6842744383728,-70.35449094354857
2022-05-19,12.315999999999992,12.258319920345427,16.89170278755086,12.315999999999992,7.740297212449124,37.0493244542201,-1.8554440929762848,-1.8573435716494089,36.73327928305685,33.95026852819857,36.623374269569524,-71.60473285265287
2022-05-20,12.074499999999992,12.01181326126491,16.673419329581762,12.074499999999992,7.47558067041822,35.96278691303907,-1.8358621981039125,-1.8530472969403096,37.11113511047454,31.483688305297147,33.056006254759644,-70.48058439061894
2022-05-21,11.806499999999991,11.8202119982873,16.22968561672475,11.806499999999991,7.383314383275231,37.7645528792405,-1.7732739648209552,-1.8370926305164388,37.46200123593382,37.18335777894638,34.20577153748068,-55.727224294086426
2022-05-22,11.56649999999999,11.662096569878987,15.795855861121261,11.56649999999999,7.3371441388787195,38.665627195357374,-1.6912658166383423,-1.8079272677408196,37.45976298102211,40.23718834706336,36.30141147710228,-23.390383048084896
2022-05-23,11.32449999999999,11.49237308703337,15.353536981711716,11.32449999999999,7.295463018288264,37.63860679938286,-1.6300769163056579,-1.7723571974537873,36.84346417214191,45.81051376639551,41.07701996413507,-12.117424242424132
2022-05-24,11.01699999999999,11.368337554934953,14.345856260038982,11.01699999999999,7.688143739960999,39.552940026964286,-1.5388311748335486,-1.7256519929297396,36.443834080292575,53.21220622791386,46.41996944712423,-21.500221926320705
2022-05-25,10.78149999999999,11.225638740179244,13.711273199413352,10.78149999999999,7.851726800586629,38.24773011696944,-1.475332873966984,-1.6755881691371886,35.97379563351898,56.55646280513247,51.85972759981394,-27.9644382865724
2022-05-26,10.52249999999999,11.027006479209792,13.042411704802536,10.52249999999999,8.002588295197445,35.37951920524623,-1.4670042009351505,-1.6338713754967809,36.20688430307494,45.6658314988288,51.8115001772917,-138.94099848714075
2022-05-27,10.290999999999991,10.845386814523145,12.39946769005377,10.290999999999991,8.182532309946213,35.30141232039353,-1.4453563323098102,-1.5961683668593867,36.587811621109616,30.225803821498857,44.14936604182003,-129.95329911684473
2022-05-28,10.110999999999992,10.731540451235226,11.737983712272708,10.110999999999992,8.484016287727275,39.13608111941322,-1.3696452519644886,-1.5508637438804072,36.94152984499895,22.457200402819748,32.78294524104913,-90.8178373359432
2022-05-29,10.07899999999999,10.659965170165204,11.68977496876528,10.07899999999999,8.4682250312347,41.46251066465786,-1.2683941747484724,-1.4943698300540202,36.8757897482595,31.18041676349834,27.954473662605636,-35.00343170899139
2022-05-30,10.03449999999999,10.64187324919709,11.547463647944252,10.03449999999999,8.52153635205573,44.83434036421534,-1.1355234541405004,-1.4226005548713163,35.687743004773516,48.44261908623232,34.02674541751679,100.3866976024746
2022-05-31,10.09749999999999,10.614075796892605,11.551692215630696,10.09749999999999,8.643307784369282,44.16343048015712,-1.0280546735600034,-1.3436913786090536,34.584556742965106,60.326573047485994,46.64986963240554,108.94099458902289
2022-06-01,10.13499999999999,10.504163816236167,11.478614528055195,10.13499999999999,8.791385471944784,39.44848011924041,-1.0031369147170501,-1.275580485830653,34.17949797172202,59.155327626240584,55.97483991998629,-11.337030191004638
