Open_time,Buy_1000x_high,sell_1000x_high,total_trades_binance
2023-08-02 03:00:00,99,96,20000.00000000
2023-08-03 03:00:00,106,70,18000.00000000
2023-08-04 03:00:00,74,70,15000.00000000
2023-08-05 03:00:00,54,33,11000.00000000
2023-08-06 03:00:00,89,68,13000.00000000
2023-08-07 03:00:00,98,80,19000.00000000
2023-08-08 03:00:00,131,77,15000.00000000
2023-08-09 03:00:00,106,94,13000.00000000
2023-08-10 03:00:00,87,78,11000.00000000
2023-08-11 03:00:00,94,90,10000.00000000
2023-08-12 03:00:00,52,59,8000.00000000
2023-08-13 03:00:00,97,103,11000.00000000
2023-08-14 03:00:00,106,101,13000.00000000
2023-08-15 03:00:00,145,92,24000.00000000
2023-08-16 03:00:00,152,164,27000.00000000
2023-08-17 03:00:00,245,248,72000.00000000
2023-08-18 03:00:00,127,98,25000.00000000
2023-08-19 03:00:00,64,55,14000.00000000
2023-08-20 03:00:00,55,41,13000.00000000
2023-08-21 03:00:00,95,52,18000.00000000
2023-08-22 03:00:00,204,208,24000.00000000
2023-08-23 03:00:00,205,220,17000.00000000
2023-08-24 03:00:00,149,130,15000.00000000
2023-08-25 03:00:00,196,175,18000.00000000
2023-08-26 03:00:00,146,115,11000.00000000
2023-08-27 03:00:00,143,141,13000.00000000
2023-08-28 03:00:00,267,290,27000.00000000
2023-08-29 03:00:00,184,252,35000.00000000
2023-08-30 03:00:00,155,127,17000.00000000
2023-08-31 03:00:00,397,395,33000.00000000
2023-09-01 03:00:00,217,172,25000.00000000
2023-09-02 03:00:00,81,87,14000.00000000
2023-09-03 03:00:00,150,118,12000.00000000
2023-09-04 03:00:00,174,200,16000.00000000
2023-09-05 03:00:00,133,152,13000.00000000
2023-09-06 03:00:00,215,217,16000.00000000
2023-09-07 03:00:00,119,171,13000.00000000
2023-09-08 03:00:00,108,98,13000.00000000
2023-09-09 03:00:00,59,66,8000.00000000
2023-09-10 03:00:00,167,234,20000.00000000
2023-09-11 03:00:00,305,309,33000.00000000
2023-09-12 03:00:00,178,234,26000.00000000
2023-09-13 03:00:00,160,133,23000.00000000
2023-09-14 03:00:00,184,141,22000.00000000
2023-09-15 03:00:00,175,141,20000.00000000
2023-09-16 03:00:00,146,80,18000.00000000
2023-09-17 03:00:00,153,60,19000.00000000
2023-09-18 03:00:00,196,148,22000.00000000
2023-09-19 03:00:00,252,98,20000.00000000
2023-09-20 03:00:00,102,66,16000.00000000
2023-09-21 03:00:00,132,104,16000.00000000
2023-09-22 03:00:00,107,118,11000.00000000
2023-09-23 03:00:00,74,99,8000.00000000
2023-09-24 03:00:00,103,83,11000.00000000
2023-09-25 03:00:00,149,186,15000.00000000
2023-09-26 03:00:00,164,188,12000.00000000
2023-09-27 03:00:00,136,143,16000.00000000
2023-09-28 03:00:00,188,189,15000.00000000
2023-09-29 03:00:00,139,163,14000.00000000
2023-09-30 03:00:00,108,121,12000.00000000
2023-10-01 03:00:00,138,159,22000.00000000
2023-10-02 03:00:00,235,265,28000.00000000
2023-10-03 03:00:00,160,117,22000.00000000
2023-10-04 03:00:00,175,128,16000.00000000
2023-10-05 03:00:00,115,155,13000.00000000
2023-10-06 03:00:00,108,91,12000.00000000
2023-10-07 03:00:00,124,98,10000.00000000
2023-10-08 03:00:00,145,93,11000.00000000
2023-10-09 03:00:00,228,200,38000.00000000
2023-10-10 03:00:00,106,132,19000.00000000
2023-10-11 03:00:00,107,82,18000.00000000
2023-10-12 03:00:00,168,171,21000.00000000
2023-10-13 03:00:00,98,112,13000.00000000
2023-10-14 03:00:00,83,61,8000.00000000
2023-10-15 03:00:00,110,178,12000.00000000
2023-10-16 03:00:00,206,206,30000.00000000
2023-10-17 03:00:00,128,145,18000.00000000
2023-10-18 03:00:00,156,106,18000.00000000
2023-10-19 03:00:00,183,127,15000.00000000
2023-10-20 03:00:00,322,369,23000.00000000
2023-10-21 03:00:00,268,326,27000.00000000
2023-10-22 03:00:00,271,289,31000.00000000
2023-10-23 03:00:00,619,699,88000.00000000
2023-10-24 03:00:00,543,422,80000.00000000
2023-10-25 03:00:00,340,299,43000.00000000
2023-10-26 03:00:00,458,368,56000.00000000
2023-10-27 03:00:00,361,265,41000.00000000
2023-10-28 03:00:00,224,160,24000.00000000
2023-10-29 03:00:00,302,272,29000.00000000
2023-10-30 03:00:00,500,572,56000.00000000
2023-10-31 03:00:00,404,334,54000.00000000
2023-11-01 03:00:00,537,505,76000.00000000
2023-11-02 03:00:00,469,407,69000.00000000
2023-11-03 03:00:00,310,274,38000.00000000
2023-11-04 03:00:00,289,293,37000.00000000
2023-11-05 03:00:00,514,558,67000.00000000
2023-11-06 03:00:00,463,498,60000.00000000
2023-11-07 03:00:00,351,320,61000.00000000
2023-11-08 03:00:00,519,516,60000.00000000
2023-11-09 03:00:00,672,540,126000.00000000
2023-11-10 03:00:00,483,511,85000.00000000
2023-11-11 03:00:00,702,687,128000.00000000
2023-11-12 03:00:00,627,623,115000.00000000
2023-11-13 03:00:00,526,383,110000.00000000
2023-11-14 03:00:00,403,343,89000.00000000
2023-11-15 03:00:00,483,516,75000.00000000
2023-11-16 03:00:00,532,451,109000.00000000
2023-11-17 03:00:00,310,193,68000.00000000
2023-11-18 03:00:00,309,236,51000.00000000
2023-11-19 03:00:00,328,304,43000.00000000
2023-11-20 03:00:00,318,286,69000.00000000
2023-11-21 03:00:00,403,414,93000.00000000
2023-11-22 03:00:00,444,410,46000.00000000
2023-11-23 03:00:00,258,215,26000.00000000
2023-11-24 03:00:00,499,396,41000.00000000
2023-11-25 03:00:00,261,211,27000.00000000
2023-11-26 03:00:00,348,273,41000.00000000
2023-11-27 03:00:00,511,540,45000.00000000
2023-11-28 03:00:00,504,432,40000.00000000
2023-11-29 03:00:00,383,315,41000.00000000
2023-11-30 03:00:00,605,864,73000.00000000
2023-12-01 03:00:00,280,204,36000.00000000
2023-12-02 03:00:00,319,247,35000.00000000
2023-12-03 03:00:00,358,368,45000.00000000
2023-12-04 03:00:00,581,525,80000.00000000
2023-12-05 03:00:00,774,952,97000.00000000
2023-12-06 03:00:00,759,666,108000.00000000
2023-12-07 03:00:00,516,438,86000.00000000
2023-12-08 03:00:00,798,819,172000.00000000
2023-12-09 03:00:00,520,545,174000.00000000
2023-12-10 03:00:00,444,337,109000.00000000
2023-12-11 03:00:00,521,442,129000.00000000
2023-12-12 03:00:00,740,646,174000.00000000
2023-12-13 03:00:00,463,475,122000.00000000
2023-12-14 03:00:00,685,434,146000.00000000
2023-12-15 03:00:00,637,514,109000.00000000
2023-12-16 03:00:00,336,313,69000.00000000
2023-12-17 03:00:00,329,260,74000.00000000
2023-12-18 03:00:00,354,337,84000.00000000
2023-12-19 03:00:00,325,198,59000.00000000
2023-12-20 03:00:00,695,570,94000.00000000
2023-12-21 03:00:00,1390,1291,352000.00000000
2023-12-22 03:00:00,491,406,169000.00000000
2023-12-23 03:00:00,723,760,193000.00000000
2023-12-24 03:00:00,889,707,287000.00000000
2023-12-25 03:00:00,802,627,263000.00000000
2023-12-26 03:00:00,478,298,202000.00000000
2023-12-27 03:00:00,417,280,153000.00000000
2023-12-28 03:00:00,272,171,147000.00000000
2023-12-29 03:00:00,288,199,123000.00000000
2023-12-30 03:00:00,189,143,72000.00000000
2023-12-31 03:00:00,301,207,91000.00000000
2024-01-01 03:00:00,258,260,75000.00000000
2024-01-02 03:00:00,258,188,86000.00000000
2024-01-03 03:00:00,438,254,233000.00000000
2024-01-04 03:00:00,417,342,95000.00000000
2024-01-05 03:00:00,383,196,88000.00000000
2024-01-06 03:00:00,209,111,62000.00000000
2024-01-07 03:00:00,290,185,80000.00000000
2024-01-08 03:00:00,356,299,95000.00000000
2024-01-09 03:00:00,289,179,106000.00000000
2024-01-10 03:00:00,564,380,173000.00000000
2024-01-11 03:00:00,565,364,178000.00000000
2024-01-12 03:00:00,412,226,144000.00000000
2024-01-13 03:00:00,211,145,56000.00000000
2024-01-14 03:00:00,118,99,55000.00000000
2024-01-15 03:00:00,204,122,63000.00000000
2024-01-16 03:00:00,248,180,57000.00000000
2024-01-17 03:00:00,285,119,51000.00000000
2024-01-18 03:00:00,367,227,73000.00000000
2024-01-19 03:00:00,379,224,70000.00000000
2024-01-20 03:00:00,169,104,34000.00000000
2024-01-21 03:00:00,207,99,37000.00000000
2024-01-22 03:00:00,446,251,83000.00000000
2024-01-23 03:00:00,388,243,80000.00000000
2024-01-24 03:00:00,212,185,52000.00000000
2024-01-25 03:00:00,191,201,44000.00000000
2024-01-26 03:00:00,270,285,48000.00000000
2024-01-27 03:00:00,267,223,34000.00000000
2024-01-28 03:00:00,324,402,50000.00000000
2024-01-29 03:00:00,510,501,80000.00000000
2024-01-30 03:00:00,306,282,58000.00000000
2024-01-31 03:00:00,270,244,64000.00000000
2024-02-01 03:00:00,172,219,38000.00000000
2024-02-02 03:00:00,252,272,41000.00000000
2024-02-03 03:00:00,149,123,26000.00000000
2024-02-04 03:00:00,172,159,29000.00000000
2024-02-05 03:00:00,243,223,40000.00000000
2024-02-06 03:00:00,241,236,31000.00000000
2024-02-07 03:00:00,270,300,48000.00000000
2024-02-08 03:00:00,377,450,57000.00000000
2024-02-09 03:00:00,467,410,61000.00000000
2024-02-10 03:00:00,337,207,36000.00000000
2024-02-11 03:00:00,303,272,42000.00000000
2024-02-12 03:00:00,494,522,67000.00000000
2024-02-13 03:00:00,373,354,61000.00000000
2024-02-14 03:00:00,451,548,86000.00000000
