Open_time,Open,High,Low,Close,Volume,Quote asset volume,Number of trades,Open_BTCUSDT,High_BTCUSDT,Low_BTCUSDT,Close_BTCUSDT,Volume_BTCUSDT,Number_of_trades_BTCUSDT,Open_ETHUSDT,High_ETHUSDT,Low_ETHUSDT,Close_ETHUSDT,Volume_ETHUSDT,Quote_asset_volume_ETHUSDT,Number_of_trades_ETHUSDT,Open_BNBUSDT,High_BNBUSDT,Low_BNBUSDT,Close_BNBUSDT,Volume_BNBUSDT,Quote_asset_volume_BNBUSDT,Number_of_trades_BNBUSDT,SMA_20,EMA_20,Upper_Band,Middle_Band,Lower_Band,RSI,MACD,Signal,SlowK,SlowD,ATR,buy_1000x_high_coinbase,sell_1000x_high_coinbase,total_trades_coinbase,Tweets_Utilizados,Cantidad_pos,Cantidad_neg,Cantidad_neu,Compound total,Tweets_Utilizados_coin,Cantidad_pos_coin,Cantidad_neg_coin,Cantidad_neu_coin,Compound total coin,Tweets_Utilizados_referentes,Tweets_Utilizados_whale_alert,Buy_1000x_high,sell_1000x_high,total_trades_binance,Tendencia
2022-03-27,20.92000000,22.48000000,20.71000000,22.46000000,5215022.34000000,111669490.89430000,204128.00000000,44511.27000000,46999.00000000,44421.46000000,46827.76000000,41874.91071000,1135096.00000000,3145.01000000,3299.37000000,3126.02000000,3295.65000000,335467.41450000,1072163952.32208395,645675.00000000,415.90000000,431.60000000,411.70000000,430.50000000,490998.10000000,206354927.63839999,302985.00000000,19.01400000,19.55516785,22.09096864,19.01400000,15.93703136,67.87498173,0.85107272,0.44587873,88.32278994,88.47722528,1.26434332,18.00000000,15.00000000,30048.00000000,165,0.00000000,24.00000000,82.00000000,18.91770000,96,53.00000000,13.00000000,30.00000000,23.10830000,1.00000000,11.00000000,331.00000000,367.00000000,93000.00000000,Alcista
2022-03-28,22.47000000,23.33000000,21.78000000,21.99000000,9121823.41000000,207898225.83000001,297796.00000000,46827.76000000,48189.84000000,46663.56000000,47122.21000000,58949.26140000,1498975.00000000,3295.65000000,3431.15000000,3275.01000000,3332.92000000,527237.11330000,1766636914.05138397,964079.00000000,430.60000000,441.00000000,427.60000000,430.20000000,719102.18300000,312557900.75169998,410910.00000000,19.26500000,19.78705663,22.45113559,19.26500000,16.07886441,64.45029480,0.93210580,0.54312414,88.39544859,87.83316044,1.28474737,17.00000000,32.00000000,43982.00000000,186,0.00000000,29.00000000,79.00000000,28.90510000,121,66.00000000,17.00000000,38.00000000,28.93480000,3.00000000,36.00000000,497.00000000,461.00000000,91000.00000000,Bajista
2022-03-29,21.99000000,22.96000000,21.83000000,22.42000000,7738475.52000000,173592000.54550001,214376.00000000,47122.21000000,48096.47000000,46950.85000000,47434.80000000,36772.28457000,1095678.00000000,3332.91000000,3481.87000000,3329.68000000,3400.51000000,465899.82260000,1590016971.38855791,884317.00000000,430.20000000,441.60000000,429.40000000,434.20000000,629773.89400000,274292494.98750001,372204.00000000,19.49300000,20.03781314,22.88998749,19.49300000,16.09601251,66.13386809,1.01927296,0.63835391,87.38756837,88.03526897,1.27369399,21.00000000,16.00000000,32526.00000000,205,0.00000000,53.00000000,61.00000000,22.48670000,111,61.00000000,20.00000000,30.00000000,22.82330000,4.00000000,62.00000000,566.00000000,535.00000000,121000.00000000,Alcista
2022-03-30,22.43000000,23.00000000,21.62000000,22.45000000,7985199.05000000,178216316.66870001,229519.00000000,47434.79000000,47700.22000000,46445.42000000,47067.99000000,40947.20850000,1081607.00000000,3400.51000000,3446.90000000,3331.84000000,3385.79000000,356082.52310000,1206555998.56790400,675015.00000000,434.20000000,449.30000000,425.50000000,442.10000000,768982.42700000,337640530.58109999,435588.00000000,19.76750000,20.26754522,23.18856343,19.76750000,16.34643657,66.25394418,1.07834384,0.72635189,81.86819723,85.88373806,1.28128727,24.00000000,13.00000000,34746.00000000,157,0.00000000,22.00000000,66.00000000,24.34930000,130,68.00000000,26.00000000,36.00000000,27.33380000,11.00000000,26.00000000,523.00000000,538.00000000,83000.00000000,Lateral
2022-03-31,22.46000000,23.06000000,21.08000000,21.33000000,8749758.60000000,193846033.75790000,248492.00000000,47067.99000000,47600.00000000,45200.00000000,45510.34000000,48645.12667000,1290541.00000000,3385.80000000,3444.83000000,3261.35000000,3281.51000000,455091.23950000,1526047563.60251474,770564.00000000,442.10000000,452.30000000,423.90000000,428.90000000,957924.69500000,420218726.67809999,511531.00000000,19.94950000,20.36873139,23.29558114,19.94950000,16.60341886,57.98769940,1.02299089,0.78567969,76.16021095,81.80532551,1.33119533,21.00000000,26.00000000,38497.00000000,141,0.00000000,26.00000000,50.00000000,23.26310000,98,65.00000000,14.00000000,19.00000000,32.09370000,1.00000000,25.00000000,693.00000000,486.00000000,56000.00000000,Bajista
2022-04-01,21.33000000,22.17000000,20.60000000,22.07000000,7952049.94000000,170143990.99540001,237844.00000000,45510.35000000,46720.09000000,44200.00000000,46283.49000000,56271.06474000,1372216.00000000,3281.51000000,3481.29000000,3210.68000000,3455.21000000,532169.23920000,1780259682.53293610,883079.00000000,428.90000000,448.20000000,412.80000000,447.70000000,971822.65500000,420007037.56089997,502046.00000000,20.14600000,20.53075697,23.50550234,20.14600000,16.78649766,61.41326970,1.02699652,0.83394306,73.15522801,77.06121206,1.34825280,23.00000000,19.00000000,31612.00000000,156,0.00000000,38.00000000,48.00000000,18.70850000,106,60.00000000,12.00000000,34.00000000,30.64840000,3.00000000,40.00000000,435.00000000,445.00000000,93000.00000000,Alcista
2022-04-02,22.07000000,23.85000000,21.95000000,22.61000000,10723061.37000000,245877307.21840000,391350.00000000,46283.49000000,47213.00000000,45620.00000000,45811.00000000,37073.53582000,1056716.00000000,3455.20000000,3532.20000000,3433.14000000,3443.77000000,499893.29000000,1740311567.80643702,763785.00000000,447.80000000,454.20000000,435.70000000,437.20000000,827864.88500000,369703437.96799999,416135.00000000,20.41550000,20.72878012,23.65551528,20.41550000,17.17548472,63.73690523,1.06150809,0.87945606,71.32187149,73.54577015,1.38766332,18.00000000,13.00000000,35705.00000000,105,0.00000000,15.00000000,52.00000000,12.23710000,121,73.00000000,16.00000000,32.00000000,36.75550000,0.00000000,25.00000000,633.00000000,622.00000000,149000.00000000,Alcista
2022-04-03,22.61000000,23.57000000,22.51000000,23.21000000,7497259.93000000,172737851.89520001,209588.00000000,45810.99000000,47444.11000000,45530.92000000,46407.35000000,33394.67794000,966563.00000000,3443.77000000,3580.34000000,3412.11000000,3521.91000000,381581.76830000,1334671716.89223790,619758.00000000,437.30000000,455.70000000,432.20000000,450.40000000,676230.89200000,300737395.22409999,362521.00000000,20.69100000,20.96508677,23.89742418,20.69100000,17.48457582,66.17426398,1.12431337,0.92842752,80.22801122,74.90170357,1.36425879,32.00000000,14.00000000,28569.00000000,103,0.00000000,17.00000000,43.00000000,15.35940000,147,98.00000000,16.00000000,33.00000000,50.31100000,0.00000000,14.00000000,423.00000000,443.00000000,91000.00000000,Alcista
2022-04-04,23.21000000,23.23000000,21.60000000,22.89000000,7444175.86000000,167399546.21410000,209325.00000000,46407.36000000,46890.71000000,45118.00000000,46580.51000000,44641.87514000,1171998.00000000,3521.90000000,3547.00000000,3405.97000000,3519.50000000,449984.15860000,1564866359.68671608,810677.00000000,450.40000000,450.50000000,433.40000000,447.60000000,736637.27100000,326915235.44880003,380099.00000000,20.94500000,21.14841184,23.99953433,20.94500000,17.89046567,63.71459355,1.13518002,0.96977802,82.42168963,77.99052411,1.38324031,29.00000000,27.00000000,27427.00000000,131,0.00000000,22.00000000,41.00000000,22.96350000,279,152.00000000,52.00000000,75.00000000,65.20530000,3.00000000,30.00000000,462.00000000,421.00000000,131000.00000000,Lateral
2022-04-05,22.90000000,23.12000000,21.68000000,21.78000000,6045973.86000000,136552989.25880000,169360.00000000,46580.50000000,47200.00000000,45353.81000000,45497.55000000,42192.74852000,1046080.00000000,3519.50000000,3555.00000000,3400.00000000,3406.99000000,397782.74370000,1383264215.87424469,674184.00000000,447.60000000,460.00000000,444.10000000,444.70000000,761168.72500000,344439007.49769998,424545.00000000,21.08150000,21.20856309,24.02715629,21.08150000,18.13584371,55.94643779,1.04221025,0.98426447,72.85903475,78.50291187,1.38729457,23.00000000,16.00000000,25694.00000000,135,0.00000000,21.00000000,59.00000000,17.43990000,122,68.00000000,21.00000000,33.00000000,30.27600000,5.00000000,26.00000000,420.00000000,334.00000000,231000.00000000,Bajista
2022-04-06,21.78000000,21.82000000,19.71000000,19.85000000,8285158.05000000,172120456.41769999,254683.00000000,45497.54000000,45507.14000000,43121.00000000,43170.47000000,60849.32936000,1471912.00000000,3407.00000000,3407.50000000,3162.39000000,3168.51000000,736273.10470000,2411228209.98698473,1098773.00000000,444.70000000,448.60000000,418.30000000,420.10000000,928930.80600000,401489681.82389998,504090.00000000,21.13650000,21.07917613,23.94379959,21.13650000,18.32920041,45.54801491,0.80353353,0.94811828,44.56728867,66.61600435,1.43891639,17.00000000,10.00000000,41956.00000000,169,0.00000000,33.00000000,67.00000000,22.13100000,130,64.00000000,28.00000000,38.00000000,17.77500000,2.00000000,51.00000000,445.00000000,390.00000000,134000.00000000,Bajista
2022-04-07,19.84000000,20.65000000,19.45000000,20.40000000,5000936.99000000,100597301.64929999,143840.00000000,43170.47000000,43900.99000000,42727.35000000,43444.19000000,37396.54156000,999816.00000000,3168.52000000,3268.98000000,3143.15000000,3227.19000000,458179.32720000,1470465124.58207011,706382.00000000,420.10000000,450.00000000,416.20000000,436.00000000,717661.03600000,308674406.16490000,400142.00000000,21.20900000,21.01449269,23.85706269,21.20900000,18.56093731,48.48638905,0.65125367,0.88874536,24.62048016,47.34893453,1.42185093,8.00000000,13.00000000,25407.00000000,216,0.00000000,35.00000000,54.00000000,47.02420000,115,67.00000000,24.00000000,24.00000000,25.91700000,4.00000000,26.00000000,242.00000000,232.00000000,150000.00000000,Alcista
2022-04-08,20.40000000,20.58000000,19.14000000,19.43000000,4641004.36000000,93149029.40700001,119032.00000000,43444.20000000,43970.62000000,42107.14000000,42252.01000000,42375.04203000,1108136.00000000,3227.20000000,3314.02000000,3173.52000000,3192.39000000,502422.50480000,1634901495.64532208,810752.00000000,436.10000000,442.00000000,418.40000000,421.50000000,684600.07400000,294837274.72700000,363605.00000000,21.21050000,20.86358863,23.85449300,21.21050000,18.56650700,43.97893025,0.44714547,0.80042538,10.37655471,26.52144118,1.42314729,9.00000000,8.00000000,22252.00000000,181,0.00000000,32.00000000,59.00000000,30.98000000,124,70.00000000,14.00000000,40.00000000,34.82030000,1.00000000,18.00000000,263.00000000,187.00000000,136000.00000000,Bajista
2022-04-09,19.43000000,19.83000000,19.29000000,19.75000000,2328439.00000000,45610810.15240000,60605.00000000,42252.02000000,42800.00000000,42125.48000000,42753.97000000,17891.66047000,640230.00000000,3192.39000000,3268.40000000,3181.28000000,3258.57000000,212444.25660000,683630508.15903509,386154.00000000,421.50000000,428.20000000,419.60000000,426.60000000,356426.65900000,151083668.09670001,207253.00000000,21.26550000,20.75753257,23.73409859,21.26550000,18.79690141,45.77000781,0.30766304,0.70187291,13.56639645,16.18781044,1.36006534,7.00000000,1.00000000,17073.00000000,119,0.00000000,25.00000000,48.00000000,9.88400000,120,68.00000000,25.00000000,27.00000000,25.97650000,1.00000000,15.00000000,115.00000000,127.00000000,214000.00000000,Alcista
2022-04-10,19.76000000,20.25000000,19.16000000,19.22000000,3716291.30000000,73328405.15570000,92359.00000000,42753.96000000,43410.30000000,41868.00000000,42158.85000000,22771.09403000,678983.00000000,3258.57000000,3307.22000000,3193.00000000,3203.04000000,232303.23260000,756032282.61413503,439811.00000000,426.60000000,429.50000000,417.00000000,418.10000000,386650.88300000,164022002.15820000,212728.00000000,21.28950000,20.61110089,23.66707418,21.28950000,18.91192582,43.30073627,0.15259659,0.59201765,6.93559802,10.29284973,1.34077496,7.00000000,6.00000000,16710.00000000,120,0.00000000,21.00000000,47.00000000,18.14010000,107,56.00000000,14.00000000,37.00000000,25.50470000,0.00000000,9.00000000,314.00000000,270.00000000,159000.00000000,Bajista
2022-04-11,19.23000000,19.29000000,17.00000000,17.20000000,7676575.11000000,138208099.36420000,196300.00000000,42158.85000000,42414.71000000,39200.00000000,39530.45000000,63560.44721000,1385924.00000000,3203.04000000,3213.63000000,2950.00000000,2979.74000000,693394.29120000,2127486125.62208009,969832.00000000,418.10000000,419.70000000,391.20000000,394.60000000,856354.22400000,348015114.81860000,361757.00000000,21.13900000,20.28623414,24.08416485,21.13900000,18.19383515,35.45068224,-0.13177281,0.44725956,5.85646319,8.78615255,1.40857675,43.00000000,26.00000000,44836.00000000,146,0.00000000,37.00000000,47.00000000,12.13290000,109,65.00000000,11.00000000,33.00000000,34.29580000,1.00000000,46.00000000,520.00000000,383.00000000,131000.00000000,Bajista
2022-04-12,17.20000000,18.04000000,17.16000000,17.77000000,5075204.98000000,89394319.72510000,140966.00000000,39530.45000000,40699.00000000,39254.63000000,40074.94000000,57751.01778000,1153667.00000000,2979.75000000,3085.00000000,2950.00000000,3027.66000000,579522.95050000,1750871209.72000504,742214.00000000,394.60000000,417.10000000,392.40000000,413.60000000,729790.91800000,297678247.11159998,364735.00000000,20.97650000,20.04659279,24.26824285,20.97650000,17.68475715,38.82112548,-0.30759758,0.29628813,5.28636591,6.02614237,1.37082127,27.00000000,17.00000000,30827.00000000,139,0.00000000,30.00000000,46.00000000,21.71240000,144,82.00000000,36.00000000,26.00000000,33.96750000,0.00000000,41.00000000,298.00000000,304.00000000,116000.00000000,Alcista
2022-04-13,17.77000000,18.30000000,17.37000000,18.20000000,3723536.86000000,66760393.29010000,109086.00000000,40074.95000000,41561.31000000,39588.54000000,41147.79000000,41342.27254000,948061.00000000,3027.65000000,3128.97000000,2996.86000000,3118.28000000,419101.49400000,1285303924.97881269,623328.00000000,413.70000000,424.60000000,410.30000000,423.40000000,630077.27700000,263365818.42429999,338150.00000000,20.82350000,19.87072681,24.32602066,20.82350000,17.32097934,41.31074093,-0.40754465,0.15552157,10.55961071,7.23414660,1.33933404,8.00000000,11.00000000,19331.00000000,129,0.00000000,25.00000000,46.00000000,14.74270000,136,81.00000000,20.00000000,35.00000000,39.16880000,0.00000000,29.00000000,218.00000000,238.00000000,108000.00000000,Alcista
2022-04-14,18.20000000,18.48000000,17.47000000,17.91000000,3580226.26000000,64403775.68250000,100658.00000000,41147.78000000,41500.00000000,39551.94000000,39942.38000000,36807.01401000,803756.00000000,3118.28000000,3145.00000000,2976.30000000,3021.98000000,408382.55720000,1249759777.27142596,540399.00000000,423.40000000,426.90000000,411.30000000,414.70000000,464220.20800000,194192225.96070001,264015.00000000,20.69250000,19.68399093,24.41801674,20.69250000,16.96698326,40.12481370,-0.50434027,0.02354921,14.01459854,9.95352505,1.31581018,9.00000000,8.00000000,17989.00000000,88,0.00000000,18.00000000,30.00000000,10.41810000,123,62.00000000,31.00000000,30.00000000,20.99420000,3.00000000,38.00000000,232.00000000,214.00000000,91000.00000000,Bajista
2022-04-15,17.91000000,18.43000000,17.78000000,18.34000000,2489380.26000000,45171891.51460000,76905.00000000,39942.37000000,40870.36000000,39766.40000000,40551.90000000,24026.35739000,616536.00000000,3021.98000000,3060.92000000,2993.13000000,3040.56000000,249626.29810000,755644733.73426592,388136.00000000,414.70000000,420.00000000,412.50000000,417.30000000,331730.77300000,138219013.20940000,192015.00000000,20.56400000,19.55599179,24.42545258,20.56400000,16.70254742,42.74922309,-0.54012784,-0.08918620,16.78832117,13.78751014,1.26825231,6.00000000,7.00000000,16962.00000000,113,0.00000000,21.00000000,38.00000000,11.42710000,114,63.00000000,17.00000000,34.00000000,26.44380000,6.00000000,28.00000000,133.00000000,141.00000000,105000.00000000,Alcista
2022-04-16,18.35000000,18.70000000,18.17000000,18.61000000,2340391.42000000,43115226.53520000,67396.00000000,40551.90000000,40709.35000000,39991.55000000,40378.71000000,15805.44718000,423446.00000000,3040.57000000,3086.10000000,3010.03000000,3059.30000000,176352.41650000,536234354.29734403,298000.00000000,417.30000000,419.00000000,411.60000000,417.30000000,237289.02000000,98579512.00480001,153106.00000000,20.37150000,19.46589734,24.21951910,20.37150000,16.52348090,44.39723773,-0.54047277,-0.17944352,19.11734752,16.64008908,1.21552000,3.00000000,4.00000000,14571.00000000,80,0.00000000,22.00000000,24.00000000,2.73870000,93,43.00000000,16.00000000,34.00000000,20.55570000,2.00000000,15.00000000,147.00000000,136.00000000,117000.00000000,Lateral
2022-04-17,18.61000000,18.81000000,17.65000000,17.74000000,2796505.88000000,51355426.95070000,79407.00000000,40378.70000000,40595.67000000,39546.17000000,39678.12000000,19988.49259000,590241.00000000,3059.30000000,3083.00000000,2981.70000000,2988.06000000,243772.07400000,742151590.62193310,389959.00000000,417.30000000,418.20000000,405.50000000,406.60000000,302390.72600000,125179818.35670000,167160.00000000,20.15900000,19.30152616,24.09443848,20.15900000,16.22356152,40.36517997,-0.60398549,-0.26435191,18.64846022,18.18470964,1.21155428,9.00000000,7.00000000,14259.00000000,110,0.00000000,28.00000000,42.00000000,9.29590000,102,48.00000000,21.00000000,33.00000000,16.42440000,0.00000000,14.00000000,176.00000000,173.00000000,102000.00000000,Bajista
2022-04-18,17.74000000,18.36000000,17.10000000,18.15000000,4831063.54000000,85429480.17900001,130168.00000000,39678.11000000,41116.73000000,38536.51000000,40801.13000000,54243.49575000,1157741.00000000,2988.07000000,3069.60000000,2883.22000000,3055.56000000,510251.65360000,1508168472.86729789,703622.00000000,406.70000000,418.00000000,396.20000000,416.80000000,628747.77200000,255406129.10179999,298174.00000000,19.94550000,19.19185700,23.83010281,19.94550000,16.06089719,42.99272614,-0.61415659,-0.33431285,18.39139552,18.71906775,1.21501469,9.00000000,16.00000000,23323.00000000,122,0.00000000,23.00000000,34.00000000,25.02270000,127,69.00000000,24.00000000,34.00000000,28.98180000,1.00000000,24.00000000,295.00000000,269.00000000,99000.00000000,Alcista
2022-04-19,18.16000000,18.96000000,18.04000000,18.88000000,3242472.57000000,59892582.05540000,93175.00000000,40801.13000000,41760.00000000,40571.00000000,41493.18000000,35788.85843000,934526.00000000,3055.56000000,3131.00000000,3030.34000000,3101.77000000,359375.00380000,1106468538.11709809,521060.00000000,416.90000000,424.70000000,414.60000000,422.30000000,567586.93100000,238184351.95820001,299856.00000000,19.76700000,19.16215634,23.49999397,19.76700000,16.03400603,47.43373132,-0.55689284,-0.37882885,23.22433623,20.08806399,1.19394221,23.00000000,12.00000000,16744.00000000,114,0.00000000,22.00000000,49.00000000,6.63850000,108,56.00000000,26.00000000,26.00000000,21.08960000,1.00000000,31.00000000,187.00000000,194.00000000,88000.00000000,Alcista
2022-04-20,18.89000000,19.54000000,18.54000000,19.09000000,5373410.27000000,102401843.85270000,162840.00000000,41493.19000000,42199.00000000,40820.00000000,41358.19000000,40877.35041000,1063843.00000000,3101.74000000,3166.50000000,3036.45000000,3076.04000000,415000.06850000,1285353922.30361199,571292.00000000,422.30000000,431.40000000,414.90000000,418.40000000,677255.09000000,286561981.32840002,355369.00000000,19.65500000,19.15528430,23.32762032,19.65500000,15.98237968,48.67247777,-0.48892959,-0.40084899,38.35175767,26.65582981,1.18008920,17.00000000,7.00000000,25003.00000000,125,0.00000000,19.00000000,50.00000000,18.05640000,128,61.00000000,39.00000000,28.00000000,19.05010000,0.00000000,39.00000000,257.00000000,336.00000000,164000.00000000,Lateral
2022-04-21,19.10000000,19.68000000,18.03000000,18.18000000,4574629.37000000,87013012.06870000,147076.00000000,41358.19000000,42976.00000000,39751.00000000,40480.01000000,59316.27657000,1515456.00000000,3076.03000000,3180.00000000,2942.31000000,2983.58000000,562699.69700000,1736496193.47397304,719659.00000000,418.40000000,426.00000000,401.20000000,404.90000000,771718.15400000,322432006.80049998,323273.00000000,19.46050000,19.06240008,23.01092237,19.46050000,15.91007763,43.85018589,-0.50270278,-0.42121975,43.07510573,34.88373321,1.21365426,9.00000000,8.00000000,29371.00000000,115,0.00000000,22.00000000,42.00000000,14.89480000,106,60.00000000,21.00000000,25.00000000,26.74170000,0.00000000,40.00000000,272.00000000,232.00000000,146000.00000000,Bajista
2022-04-22,18.17000000,18.53000000,18.07000000,18.28000000,3634735.07000000,66517627.91520000,93788.00000000,40480.01000000,40795.06000000,39177.00000000,39709.18000000,46664.01960000,1043471.00000000,2983.57000000,3034.32000000,2930.35000000,2962.39000000,452433.08200000,1350044345.25031471,604084.00000000,404.90000000,413.90000000,403.30000000,406.60000000,563521.04900000,230501976.66049999,255825.00000000,19.24400000,18.98788579,22.51704995,19.24400000,15.97095005,44.50091340,-0.49978772,-0.43693334,43.20192774,41.54293038,1.15982181,11.00000000,12.00000000,20608.00000000,116,0.00000000,24.00000000,31.00000000,20.10740000,106,57.00000000,16.00000000,33.00000000,25.07880000,2.00000000,19.00000000,181.00000000,309.00000000,99000.00000000,Lateral
2022-04-23,18.28000000,19.27000000,17.96000000,18.69000000,3583194.77000000,66980562.55070000,110244.00000000,39709.19000000,39980.00000000,39285.00000000,39441.60000000,20291.42375000,724132.00000000,2962.39000000,2978.03000000,2913.89000000,2933.03000000,187576.73240000,554261385.85152996,348435.00000000,406.60000000,408.10000000,397.30000000,401.10000000,339347.45000000,137157329.92670000,187741.00000000,19.01800000,18.95951572,21.74272090,19.01800000,16.29327910,47.20258195,-0.45910170,-0.44136702,41.44850308,42.57517885,1.17054882,27.00000000,11.00000000,20445.00000000,84,0.00000000,23.00000000,26.00000000,8.19810000,83,43.00000000,14.00000000,26.00000000,16.84550000,1.00000000,4.00000000,182.00000000,397.00000000,83000.00000000,Alcista
2022-04-24,18.69000000,19.16000000,18.07000000,18.17000000,3027438.28000000,56196588.48330000,90421.00000000,39441.61000000,39940.00000000,38929.62000000,39450.13000000,26703.61186000,868183.00000000,2933.04000000,2967.06000000,2912.09000000,2921.00000000,218957.02220000,643702920.89105999,354013.00000000,401.20000000,405.50000000,397.10000000,398.80000000,322889.80500000,129744963.58100000,172618.00000000,18.78200000,18.88432374,20.86686546,18.78200000,16.69713454,44.25978878,-0.46347475,-0.44578856,45.01377727,43.22140269,1.16479534,3.00000000,7.00000000,19555.00000000,91,0.00000000,15.00000000,32.00000000,13.23090000,97,54.00000000,18.00000000,25.00000000,23.51290000,3.00000000,9.00000000,215.00000000,196.00000000,100000.00000000,Bajista
2022-04-25,18.17000000,18.25000000,17.12000000,18.10000000,5316099.45000000,93660434.22059999,152371.00000000,39450.12000000,40616.00000000,38200.00000000,40426.08000000,63037.12784000,1280351.00000000,2920.99000000,3025.65000000,2797.01000000,3006.62000000,619198.36160000,1789151245.67650509,804935.00000000,398.80000000,405.70000000,382.30000000,404.30000000,849798.67800000,334326205.42690003,337734.00000000,18.59800000,18.80962624,20.18124477,18.59800000,17.01475523,43.86335088,-0.46720320,-0.45007149,44.80546878,43.75591638,1.16230995,13.00000000,21.00000000,28407.00000000,111,0.00000000,20.00000000,41.00000000,11.86860000,118,53.00000000,29.00000000,36.00000000,14.19710000,0.00000000,13.00000000,292.00000000,251.00000000,146000.00000000,Lateral
2022-04-26,18.11000000,18.34000000,16.40000000,16.68000000,5792628.08000000,100624509.79979999,153082.00000000,40426.08000000,40797.31000000,37702.26000000,38112.65000000,66650.25800000,1381618.00000000,3006.63000000,3039.54000000,2767.00000000,2809.67000000,531184.35040000,1544470478.04639006,775652.00000000,404.40000000,407.50000000,380.80000000,385.90000000,629808.81200000,248264999.28560001,297370.00000000,18.43950000,18.60680470,20.12129042,18.43950000,16.75770958,36.68493557,-0.57807646,-0.47567248,30.31766390,40.04563665,1.21785924,19.00000000,18.00000000,31241.00000000,124,0.00000000,20.00000000,47.00000000,19.88480000,114,60.00000000,16.00000000,38.00000000,27.84360000,2.00000000,21.00000000,365.00000000,318.00000000,59000.00000000,Bajista
2022-04-27,16.68000000,17.27000000,16.48000000,16.94000000,3781290.25000000,64041285.25950000,102653.00000000,38112.64000000,39474.72000000,37881.31000000,39235.72000000,57083.12272000,1232083.00000000,2809.68000000,2919.87000000,2794.46000000,2888.96000000,488951.24160000,1401317315.55232406,669916.00000000,386.00000000,394.80000000,383.30000000,391.30000000,567371.49500000,221200838.16620001,250590.00000000,18.26650000,18.44806139,19.81236254,18.26650000,16.72063746,38.66422947,-0.63761446,-0.50806088,21.25322997,32.12545422,1.18729787,10.00000000,9.00000000,22908.00000000,144,0.00000000,34.00000000,38.00000000,17.54370000,97,55.00000000,19.00000000,23.00000000,17.06610000,2.00000000,2.00000000,152.00000000,172.00000000,79000.00000000,Alcista
2022-04-28,16.94000000,17.43000000,16.75000000,16.99000000,4260939.10000000,72640479.27650000,120035.00000000,39235.72000000,40372.63000000,38881.43000000,39742.07000000,56086.67150000,1135242.00000000,2888.95000000,2980.00000000,2853.83000000,2936.93000000,537392.99780000,1567476627.90868306,736818.00000000,391.40000000,408.60000000,388.50000000,407.10000000,946336.33400000,379597709.68669999,390114.00000000,18.14450000,18.30919840,19.68894132,18.14450000,16.60005868,39.05877376,-0.67300618,-0.54104994,14.32926829,21.96672072,1.15106231,20.00000000,16.00000000,23914.00000000,133,0.00000000,28.00000000,37.00000000,21.22320000,105,62.00000000,17.00000000,26.00000000,29.09060000,2.00000000,34.00000000,211.00000000,215.00000000,94000.00000000,Lateral
2022-04-29,16.99000000,17.07000000,15.99000000,16.19000000,4036404.24000000,66481128.25670000,110239.00000000,39742.06000000,39925.25000000,38175.00000000,38596.11000000,51453.65715000,1101140.00000000,2936.92000000,2946.46000000,2776.63000000,2817.13000000,525978.14700000,1503869186.33302402,678273.00000000,407.20000000,410.70000000,389.70000000,393.00000000,694888.52600000,277495560.76870000,343294.00000000,17.96650000,18.10736998,19.54986698,17.96650000,16.38313302,35.16155588,-0.75688281,-0.58421651,13.29042457,16.29097428,1.14598643,16.00000000,13.00000000,24526.00000000,108,0.00000000,31.00000000,32.00000000,9.49480000,102,56.00000000,18.00000000,28.00000000,24.83230000,0.00000000,25.00000000,220.00000000,201.00000000,70000.00000000,Bajista
2022-04-30,16.19000000,16.45000000,14.18000000,14.50000000,6047042.51000000,93498795.72190000,155043.00000000,38596.11000000,38795.38000000,37578.20000000,37630.80000000,35321.18989000,1017369.00000000,2817.13000000,2841.63000000,2709.26000000,2726.66000000,367757.24690000,1028113961.63270605,577285.00000000,393.00000000,399.90000000,376.30000000,377.10000000,574905.82200000,224484821.43709999,278317.00000000,17.73050000,17.76381094,19.82175297,17.73050000,15.63924703,28.65662697,-0.94878749,-0.65713071,9.74201363,12.45390217,1.22627311,24.00000000,5.00000000,29402.00000000,120,0.00000000,33.00000000,42.00000000,5.03900000,99,46.00000000,22.00000000,31.00000000,16.04850000,1.00000000,6.00000000,368.00000000,328.00000000,80000.00000000,Bajista
2022-05-01,14.50000000,15.53000000,14.48000000,15.36000000,5066643.89000000,76000246.15260001,142003.00000000,37630.80000000,38675.00000000,37386.38000000,38468.35000000,38812.24104000,1021157.00000000,2726.67000000,2849.90000000,2716.13000000,2824.81000000,442544.87920000,1230927404.40615106,539462.00000000,377.10000000,391.40000000,375.50000000,389.90000000,564144.67300000,216874708.71500000,285078.00000000,17.63850000,17.53487656,19.96380665,17.63850000,15.31319335,35.22390858,-1.01972378,-0.72964932,10.89759382,11.31001068,1.21368218,20.00000000,8.00000000,28837.00000000,111,0.00000000,29.00000000,37.00000000,7.55230000,79,48.00000000,17.00000000,14.00000000,20.20490000,1.00000000,17.00000000,209.00000000,206.00000000,207000.00000000,Alcista
