Open_time,Open_BTCUSDT,High_BTCUSDT,Low_BTCUSDT,Close_BTCUSDT,Volume_BTCUSDT,Quote_asset_volume_BTCUSDT,Number_of_trades_BTCUSDT,Open_ETHUSDT,High_ETHUSDT,Low_ETHUSDT,Close_ETHUSDT,Volume_ETHUSDT,Quote_asset_volume_ETHUSDT,Number_of_trades_ETHUSDT,Open_BNBUSDT,High_BNBUSDT,Low_BNBUSDT,Close_BNBUSDT,Volume_BNBUSDT,Quote_asset_volume_BNBUSDT,Number_of_trades_BNBUSDT
2022-01-18,42201.63000000,42691.00000000,41250.00000000,42352.12000000,29324.08257000,1228459687.39944580,905061,3209.68000000,3243.87000000,3082.00000000,3159.85000000,299134.27280000,943140782.38992400,579484,475.10000000,479.60000000,457.20000000,471.40000000,707501.57700000,330240013.35630000,451974
2022-01-19,42352.12000000,42559.13000000,41138.56000000,41660.01000000,31685.72159000,1327478459.16022980,924528,3159.85000000,3174.87000000,3000.00000000,3084.02000000,332996.57030000,1035249881.47359300,647383,471.50000000,473.10000000,453.70000000,461.90000000,585750.30000000,272375832.01810000,397483
2022-01-20,41660.00000000,43505.00000000,40553.31000000,40680.91000000,42330.33953000,1784801200.40448700,1098761,3084.02000000,3273.37000000,2987.15000000,3001.48000000,357596.70620000,1124982397.81013400,718946,461.90000000,478.70000000,438.20000000,440.20000000,1137854.89400000,528565003.81690000,688607
2022-01-21,40680.92000000,41100.00000000,35440.45000000,36445.31000000,88860.89199900,3405501703.22193692,2092561,3001.48000000,3034.12000000,2403.00000000,2568.15000000,1022021.70024000,2828122722.88316470,1723216,440.20000000,444.60000000,373.70000000,383.90000000,1891179.59400000,780737529.93460000,871503
2022-01-22,36445.31000000,36835.22000000,34008.00000000,35071.42000000,90471.33896100,3207531048.03065140,2099978,2567.47000000,2626.00000000,2300.00000000,2412.18000000,1081357.54893000,2652383041.99918560,1994513,383.80000000,389.60000000,336.30000000,358.30000000,2635609.38600000,949889475.23380000,1039653
2022-01-23,35071.42000000,36499.00000000,34601.01000000,36244.55000000,44279.52354000,1572414639.04287740,1142407,2412.18000000,2556.78000000,2370.80000000,2539.01000000,580497.76130000,1431696375.61506600,1053655,358.30000000,389.00000000,356.30000000,383.90000000,1297043.92300000,486432084.57220000,564987
2022-01-24,36244.55000000,37550.00000000,32917.17000000,36660.35000000,91904.75321100,3192041586.10318994,1999352,2539.00000000,2539.75000000,2159.00000000,2439.29000000,1123134.70389000,2592832133.20020060,1848889,384.00000000,384.00000000,336.00000000,371.30000000,1900214.42000000,674434639.68830000,747043
2022-01-25,36660.35000000,37545.14000000,35701.00000000,36958.32000000,49232.40183000,1799224214.49973920,1248246,2439.56000000,2506.55000000,2348.96000000,2458.83000000,510152.95400000,1237051148.43090000,946366,371.20000000,389.50000000,357.40000000,385.10000000,1006111.15500000,374436795.38770000,496841
2022-01-26,36958.32000000,38919.98000000,36234.63000000,36809.34000000,69830.16036000,2627491976.69085740,1584468,2459.04000000,2722.00000000,2402.03000000,2462.99000000,806441.62289000,2058599145.34197230,1384921,385.10000000,402.40000000,366.40000000,375.10000000,1073520.17200000,413788334.10360000,609665
2022-01-27,36807.24000000,37234.47000000,35507.01000000,37160.10000000,53020.87934000,1925920128.34366030,1308408,2463.00000000,2521.00000000,2316.43000000,2424.25000000,599481.71590000,1448742950.45855600,1029204,375.10000000,393.80000000,360.00000000,389.90000000,962060.88800000,358493434.85040000,530658
2022-01-28,37160.11000000,38000.00000000,36155.01000000,37716.56000000,42154.26956000,1560203931.22012810,1061101,2424.02000000,2558.98000000,2357.88000000,2544.99000000,485149.80650000,1183543182.40824400,884305,389.90000000,395.90000000,375.80000000,385.90000000,752320.61500000,290426869.61740000,439977
2022-01-29,37716.57000000,38720.74000000,37268.44000000,38166.84000000,26129.49682000,989652386.99664940,816601,2544.99000000,2636.66000000,2520.01000000,2601.43000000,376666.82460000,966725225.78299500,656017,385.90000000,397.30000000,380.70000000,389.30000000,534573.78200000,207593040.22790000,342125
2022-01-30,38166.83000000,38359.26000000,37351.63000000,37881.76000000,21430.66527000,812750216.60103190,698593,2601.43000000,2640.00000000,2542.50000000,2601.68000000,290770.08590000,755039834.56512100,564478,389.40000000,389.60000000,372.20000000,377.20000000,536436.12300000,204652766.32720000,322360
2022-01-31,37881.75000000,38744.00000000,36632.61000000,38466.90000000,36855.24580000,1386754529.02954460,936014,2601.67000000,2706.77000000,2476.07000000,2686.94000000,444584.85100000,1154488527.57942900,814997,377.20000000,385.40000000,365.20000000,374.30000000,620113.73400000,232898450.64790000,360853
2022-02-01,38466.90000000,39265.20000000,38000.00000000,38694.59000000,34574.44663000,1334266166.70999890,917617,2686.94000000,2813.00000000,2673.52000000,2787.23000000,390034.27362000,1075341490.80335900,790343,374.40000000,388.40000000,373.70000000,384.20000000,555347.27700000,212697945.11070000,333563
2022-02-02,38694.59000000,38855.92000000,36586.95000000,36896.36000000,35794.68130000,1353093948.97760130,907905,2787.48000000,2810.88000000,2612.72000000,2680.67000000,447852.12280000,1215958780.12261400,819863,384.10000000,386.10000000,366.10000000,366.90000000,572340.04000000,215596317.44310000,346326
2022-02-03,36896.37000000,37387.00000000,36250.00000000,37311.61000000,32081.10999000,1179502838.65662640,848961,2680.25000000,2726.64000000,2576.05000000,2695.46000000,405043.39310000,1068724165.62182300,726013,367.10000000,372.40000000,359.60000000,372.30000000,495715.22700000,181299666.30640000,300375
2022-02-04,37311.98000000,41772.33000000,37026.73000000,41574.25000000,64703.95874000,2526572562.05828510,1380724,2695.21000000,2995.00000000,2671.40000000,2994.99000000,664002.93280000,1889746043.71504900,1235215,372.20000000,399.70000000,369.50000000,399.50000000,849825.82800000,326468411.35540000,412637
2022-02-05,41571.70000000,41913.69000000,40843.01000000,41382.59000000,32532.34372000,1349805515.93003650,1006352,2994.99000000,3060.47000000,2958.01000000,3012.65000000,356803.30710000,1073972573.34867300,730502,399.60000000,431.00000000,396.30000000,413.70000000,1031046.87000000,429828793.04900000,526783
2022-02-06,41382.60000000,42656.00000000,41116.56000000,42380.87000000,22405.16704000,934168802.88011520,788291,3012.64000000,3074.56000000,2950.21000000,3054.99000000,249394.59660000,749957614.96860900,522276,413.80000000,422.50000000,407.00000000,419.90000000,542631.17600000,225211627.85650000,345411
2022-02-07,42380.87000000,44500.50000000,41645.85000000,43839.99000000,51060.62006000,2204523609.90339610,1473274,3055.00000000,3186.00000000,2991.80000000,3139.77000000,455070.25290000,1410603197.75688200,898923,419.90000000,439.00000000,413.30000000,433.50000000,758247.66700000,326074842.59380000,475365
2022-02-08,43839.99000000,45492.00000000,42666.00000000,44042.99000000,64880.29387000,2847485971.49773380,1653350,3139.77000000,3232.87000000,3025.21000000,3116.69000000,514773.58370000,1602652876.88149500,910882,433.50000000,445.40000000,406.20000000,407.80000000,1148555.32100000,484080748.79260000,608313
2022-02-09,44043.00000000,44799.00000000,43117.92000000,44372.72000000,34428.16729000,1512500139.14309950,1066395,3116.69000000,3269.70000000,3055.00000000,3243.94000000,370267.89130000,1171445663.96422200,738015,407.90000000,427.70000000,407.10000000,422.90000000,633880.43100000,265055577.19780000,390401
2022-02-10,44372.71000000,45821.00000000,43174.01000000,43495.44000000,62357.29091000,2772188373.22278300,1541483,3243.60000000,3283.66000000,3056.74000000,3072.49000000,578212.83830000,1839815885.63563900,1039160,422.90000000,434.90000000,410.00000000,414.70000000,956240.33900000,403767915.00880000,518995
2022-02-11,43495.44000000,43920.00000000,41938.51000000,42373.73000000,44975.16870000,1937866768.50595330,1169354,3072.36000000,3138.62000000,2879.00000000,2927.54000000,462025.87510000,1404238408.51784200,912879,414.70000000,418.90000000,390.50000000,400.00000000,700843.20000000,286858834.36410000,438186
2022-02-12,42373.73000000,43079.49000000,41688.88000000,42217.87000000,26556.85681000,1123136004.72372450,830322,2927.54000000,2985.98000000,2858.30000000,2918.88000000,336250.31310000,981432045.70335400,608416,400.00000000,407.10000000,393.30000000,403.60000000,521080.23700000,208673604.96110000,338979
2022-02-13,42217.87000000,42760.00000000,41870.00000000,42053.66000000,17732.08113000,750533311.65295650,624898,2918.58000000,2954.40000000,2836.70000000,2871.13000000,242751.35470000,705260941.48303700,444540,403.60000000,407.80000000,394.70000000,397.90000000,388657.05200000,156144929.82260000,267677
2022-02-14,42053.65000000,42842.40000000,41550.56000000,42535.94000000,34010.13060000,1436927831.44458620,867622,2871.14000000,2964.97000000,2829.01000000,2929.75000000,381778.23800000,1107566192.88965800,607853,398.00000000,404.50000000,390.60000000,403.40000000,472210.31800000,187826631.94520000,281617
2022-02-15,42535.94000000,44751.40000000,42427.03000000,44544.86000000,38095.19576000,1672855933.62565900,990694,2929.75000000,3196.19000000,2912.06000000,3183.52000000,448971.75400000,1381094746.21081100,795924,403.40000000,443.00000000,402.70000000,432.40000000,1184143.99000000,505124380.01280000,555199
2022-02-16,44544.85000000,44549.97000000,43307.00000000,43873.56000000,28471.87270000,1250973502.30184530,823745,3183.53000000,3186.77000000,3044.03000000,3122.30000000,319997.62440000,999219896.16878700,633447,432.40000000,433.50000000,422.20000000,427.30000000,606252.49300000,259874383.31590000,376834
2022-02-17,43873.56000000,44164.71000000,40073.21000000,40515.70000000,47245.99494000,1993400162.94806680,1067658,3122.31000000,3160.00000000,2851.55000000,2891.87000000,488693.26240000,1467352492.88789700,840552,427.30000000,431.10000000,400.00000000,402.40000000,661874.71700000,275709832.71810000,399164
2022-02-18,40515.71000000,40959.88000000,39450.00000000,39974.44000000,43845.92241000,1765622365.95275610,1025882,2891.88000000,2943.97000000,2750.00000000,2779.48000000,502977.40690000,1428246802.95318600,742459,402.40000000,411.00000000,392.20000000,399.20000000,611936.67900000,245671823.91690000,332933
2022-02-19,39974.45000000,40444.32000000,39639.03000000,40079.17000000,18042.05510000,721960636.06466920,586653,2779.30000000,2830.96000000,2694.45000000,2763.63000000,293838.00250000,812399991.55453000,474447,399.20000000,406.40000000,393.00000000,399.80000000,410279.30400000,164154087.31120000,253423
2022-02-20,40079.17000000,40125.44000000,38000.00000000,38386.89000000,33439.29011000,1293216601.45187960,811235,2763.63000000,2764.64000000,2576.00000000,2621.99000000,386384.90400000,1023095361.85772400,615990,399.80000000,400.00000000,375.00000000,380.60000000,624148.52500000,239051430.97180000,344722
2022-02-21,38386.89000000,39494.35000000,36800.00000000,37008.16000000,62347.68496000,2382027320.86176070,1352290,2621.99000000,2759.51000000,2558.00000000,2568.02000000,761838.98580000,2030019705.14723700,1116485,380.70000000,393.70000000,355.00000000,356.60000000,1219652.48100000,457114758.21130000,537899
2022-02-22,37008.16000000,38429.00000000,36350.00000000,38230.33000000,53785.94589000,2010628230.75491760,1212527,2568.03000000,2665.74000000,2500.00000000,2636.29000000,692639.49420000,1787436157.60826700,1047915,356.70000000,375.40000000,348.70000000,374.30000000,940456.82200000,340225406.77270000,395255
