Open_time,Open_BTCUSDT,High_BTCUSDT,Low_BTCUSDT,Close_BTCUSDT,Volume_BTCUSDT,Quote_asset_volume_BTCUSDT,Number_of_trades_BTCUSDT,Open_ETHUSDT,High_ETHUSDT,Low_ETHUSDT,Close_ETHUSDT,Volume_ETHUSDT,Quote_asset_volume_ETHUSDT,Number_of_trades_ETHUSDT,Open_BNBUSDT,High_BNBUSDT,Low_BNBUSDT,Close_BNBUSDT,Volume_BNBUSDT,Quote_asset_volume_BNBUSDT,Number_of_trades_BNBUSDT
2021-11-01,61299.81000000,62437.74000000,59405.00000000,60911.11000000,44687.66672000,2737282804.73813100,1472636,4287.48000000,4386.58000000,4146.30000000,4319.43000000,417620.70730000,1794319887.30236000,1134036,524.60000000,551.90000000,511.00000000,551.30000000,1274272.08510000,679389556.77009100,1045678
2021-11-02,60911.12000000,64270.00000000,60624.68000000,63219.99000000,46368.28410000,2909221038.40065000,1858362,4319.43000000,4599.60000000,4284.43000000,4589.89000000,468184.79301000,2083371519.80682720,1657233,551.30000000,564.00000000,537.40000000,554.40000000,1153919.13990000,635985237.92559500,1103251
2021-11-03,63220.57000000,63500.00000000,60382.76000000,62896.48000000,43336.09049000,2713389500.46635890,1601925,4589.68000000,4665.87000000,4455.00000000,4603.35000000,448658.35125000,2051737308.01262490,1580640,554.40000000,570.10000000,537.50000000,568.40000000,1262766.59960000,699196827.64701200,1110367
2021-11-04,62896.49000000,63086.31000000,60677.01000000,61395.01000000,35930.93314000,2218138026.70454070,1346081,4603.35000000,4606.65000000,4420.08000000,4532.32000000,368218.25695000,1663942873.79303600,1019675,568.40000000,568.90000000,543.60000000,558.70000000,1052950.03300000,584534661.62080000,949944
2021-11-05,61395.01000000,62595.72000000,60721.00000000,60937.12000000,31604.48749000,1943346371.47038610,1243074,4532.31000000,4570.05000000,4438.80000000,4474.24000000,305651.72440000,1375503505.22794700,893068,558.80000000,616.90000000,554.10000000,607.30000000,1989945.54330000,1187156588.99705400,1493105
2021-11-06,60940.18000000,61560.49000000,60050.00000000,61470.61000000,25590.57408000,1556774943.55372840,965309,4474.24000000,4530.00000000,4326.17000000,4518.00000000,322154.09730000,1429791261.31952400,868676,607.30000000,637.80000000,595.10000000,637.70000000,1366385.95700000,838291690.08416100,1130633
2021-11-07,61470.62000000,63286.35000000,61322.78000000,63273.59000000,25515.68830000,1585744720.19977190,1068629,4518.00000000,4637.98000000,4502.37000000,4612.59000000,243596.59520000,1115635571.36518000,834745,637.70000000,669.30000000,630.50000000,649.60000000,1476373.24870000,968328578.14236300,1237108
2021-11-08,63273.58000000,67789.00000000,63273.58000000,67525.83000000,54442.09455400,3575716171.04429946,2349581,4612.59000000,4822.97000000,4612.00000000,4807.98000000,391102.31806000,1850800839.69285740,1344244,649.50000000,655.70000000,631.00000000,653.50000000,1290096.38400000,829833782.42090000,1107452
2021-11-09,67525.82000000,68524.25000000,66222.40000000,66947.66000000,44661.37806800,3014326962.08726777,1847655,4807.98000000,4838.28000000,4713.89000000,4732.33000000,311267.57998000,1489567265.66969130,995668,653.60000000,656.70000000,631.90000000,635.00000000,879119.39800000,565719151.08850000,913767
2021-11-10,66947.67000000,69000.00000000,62822.90000000,64882.43000000,65171.50404600,4335575752.80522342,2347934,4732.33000000,4868.00000000,4461.93000000,4628.78000000,553596.99163000,2600175501.16048870,1492374,635.00000000,662.90000000,573.00000000,614.10000000,1814654.08600000,1144508386.26030000,1566685
2021-11-11,64882.42000000,65600.07000000,64100.00000000,64774.26000000,37237.98058000,2415537333.57771000,1327827,4628.68000000,4779.00000000,4576.47000000,4719.00000000,303688.97650000,1425610198.74241700,909164,614.20000000,635.20000000,605.70000000,628.40000000,1019740.94900000,635981486.49010000,964876
2021-11-12,64774.25000000,65450.70000000,62278.00000000,64122.23000000,44490.10816000,2844286547.50404090,1479149,4719.00000000,4809.71000000,4507.85000000,4665.46000000,461580.04150000,2146130116.87176700,1206412,628.40000000,634.50000000,602.70000000,626.90000000,1012909.08800000,628792038.92680000,808543
